hash,s_num,rarity,bg,body,misc,hand
2257712577513847219,CryptoStykz #281,2.4,"('imgs\\background\\.6\\buildings3.png', 0.6)","('imgs\\Stick Bodies\\.5\\Aegis base1.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\H&K AMRa MKII granite.png', 0.4)"
,,,,,,
256318568606442872,CryptoStykz #282,1.65,"('imgs\\background\\.3\\battle stadium4.png', 0.3)","('imgs\\Stick Bodies\\.3\\ob9 Headless.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.15\\real sword 2 wood.png', 0.15)"
,,,,,,
3321479622300865186,CryptoStykz #283,2.15,"('imgs\\background\\.6\\stairs cracks3.png', 0.6)","('imgs\\Stick Bodies\\.5\\rat.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.15\\real sword amethyst.png', 0.15)"
,,,,,,
-2046266498062491415,CryptoStykz #284,1.9,"('imgs\\background\\.1\\dead zone0.png', 0.1)","('imgs\\Stick Bodies\\.5\\OmegaBert5.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\m16a1 paper.png', 0.4)"
,,,,,,
930248090268306206,CryptoStykz #285,1.65,"('imgs\\background\\.3\\dead zone5.png', 0.3)","('imgs\\Stick Bodies\\.05\\b0x0r.png', 0.05)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\storm gun leather.png', 0.4)"
,,,,,,
-6700739929423798470,CryptoStykz #286,1.135,"('imgs\\background\\.6\\stairs cracks2.png', 0.6)","('imgs\\Stick Bodies\\.15\\Xenomorph_Creature.png', 0.15)","('imgs\\Misc\\.085\\jinja sig.png', 0.085)","('imgs\\weapons\\.3\\Bert pistol stoner.png', 0.3)"
,,,,,,
4135995245036133589,CryptoStykz #287,1.9,"('imgs\\background\\.3\\1.png', 0.3)","('imgs\\Stick Bodies\\.3\\Schoolgirl.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\ninja sword leopard.png', 0.4)"
,,,,,,
-4603686484112297596,CryptoStykz #288,2.3,"('imgs\\background\\.6\\V2 collection - Catwalk with ladder5.png', 0.6)","('imgs\\Stick Bodies\\.5\\stkeh6z12.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\steyr scout stoner.png', 0.3)"
,,,,,,
5634696924124128953,CryptoStykz #289,2.3,"('imgs\\background\\.6\\3d room7.png', 0.6)","('imgs\\Stick Bodies\\.5\\Berten.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\rifle.png', 0.3)"
,,,,,,
-7062960096798661177,CryptoStykz #290,2.3,"('imgs\\background\\.6\\basic village section 23.png', 0.6)","('imgs\\Stick Bodies\\.5\\splinter cell.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\assault rifle qbert.png', 0.3)"
,,,,,,
7463514108601250826,CryptoStykz #291,1.95,"('imgs\\background\\.6\\mountains_Bolt3.png', 0.6)","('imgs\\Stick Bodies\\.3\\ob9 Headless.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.15\\real gun2 big blue.png', 0.15)"
,,,,,,
2780277355389550541,CryptoStykz #292,2.2,"('imgs\\background\\.6\\cityscape2-jon2.png', 0.6)","('imgs\\Stick Bodies\\.3\\cowboy.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\dragunov svd electric blue.png', 0.4)"
,,,,,,
698226083983583687,CryptoStykz #293,2,"('imgs\\background\\.3\\roof1.png', 0.3)","('imgs\\Stick Bodies\\.5\\ob9.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\shotgun glitch.png', 0.3)"
,,,,,,
870444241759757605,CryptoStykz #294,1.51,"('imgs\\background\\.6\\stairs cracks2.png', 0.6)","('imgs\\Stick Bodies\\.5\\Joe.png', 0.5)","('imgs\\Misc\\.01\\picto sig.png', 0.01)","('imgs\\weapons\\.4\\H&K AMRa MKII cracks.png', 0.4)"
,,,,,,
2367421820783136463,CryptoStykz #295,2.4,"('imgs\\background\\.6\\cityscape2-jon6.png', 0.6)","('imgs\\Stick Bodies\\.5\\super bert.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\famas silenced.png', 0.4)"
,,,,,,
1540824210750407020,CryptoStykz #296,2.3,"('imgs\\background\\.6\\3droom2.png', 0.6)","('imgs\\Stick Bodies\\.5\\Ob8.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\fn scar gl glitch.png', 0.3)"
,,,,,,
-5779201907193798585,CryptoStykz #297,1.95,"('imgs\\background\\.6\\3d room 4.png', 0.6)","('imgs\\Stick Bodies\\.15\\dino.png', 0.15)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\glock18 extended clip qbert.png', 0.3)"
,,,,,,
-5764145275920222844,CryptoStykz #298,1.77,"('imgs\\background\\.3\\9.png', 0.3)","('imgs\\Stick Bodies\\.5\\man.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.07\\beretta 92fs elite firing.png', 0.07)"
,,,,,,
-229484853994272252,CryptoStykz #299,1.8,"('imgs\\background\\.3\\battle stadium3.png', 0.3)","('imgs\\Stick Bodies\\.3\\general grevious.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\gun3 qbert.png', 0.3)"
,,,,,,
2593280571065361615,CryptoStykz #300,2.4,"('imgs\\background\\.6\\building2.png', 0.6)","('imgs\\Stick Bodies\\.5\\Ob6.1.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\ninja_star red cubes.png', 0.4)"
,,,,,,
-7800767223689906718,CryptoStykz #301,1.7,"('imgs\\background\\.1\\3d room.png', 0.1)","('imgs\\Stick Bodies\\.3\\Schoolgirl.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\katana red cubes.png', 0.4)"
,,,,,,
3757408584323351220,CryptoStykz #302,1.9,"('imgs\\background\\.1\\3d room.png', 0.1)","('imgs\\Stick Bodies\\.5\\Armored Wu.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\m16.png', 0.4)"
,,,,,,
2123740557775777200,CryptoStykz #303,1.85,"('imgs\\background\\.6\\building2.png', 0.6)","('imgs\\Stick Bodies\\.3\\general grevious.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.05\\cannon_bolt leather.png', 0.05)"
,,,,,,
8639675627251875701,CryptoStykz #304,2.07,"('imgs\\background\\.6\\buildings2.png', 0.6)","('imgs\\Stick Bodies\\.5\\meerkat.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.07\\sig550 moon.png', 0.07)"
,,,,,,
-7061735514313682596,CryptoStykz #305,1.85,"('imgs\\background\\.3\\forest3.png', 0.3)","('imgs\\Stick Bodies\\.5\\splinter cell.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.15\\real sword 2 3d green.png', 0.15)"
,,,,,,
8437462801475569242,CryptoStykz #306,2.1,"('imgs\\background\\.3\\8.png', 0.3)","('imgs\\Stick Bodies\\.5\\Aegis base1.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\neostead rga 12 sky.png', 0.4)"
,,,,,,
4694377939173021860,CryptoStykz #307,1.95,"('imgs\\background\\.6\\3droom4.png', 0.6)","('imgs\\Stick Bodies\\.15\\Xenomorph_Creature.png', 0.15)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\rifle red cubes.png', 0.3)"
,,,,,,
7285582361727552298,CryptoStykz #308,2.15,"('imgs\\background\\.6\\outer space3.png', 0.6)","('imgs\\Stick Bodies\\.5\\Ob6.1.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.15\\real gun.png', 0.15)"
,,,,,,
49977796749650227,CryptoStykz #309,2.03,"('imgs\\background\\.6\\basic village section 25.png', 0.6)","('imgs\\Stick Bodies\\.5\\animedude.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.03\\sako-trg42 caution.png', 0.03)"
,,,,,,
4674542221968808518,CryptoStykz #310,1.585,"('imgs\\background\\.6\\V2 collection - Catwalk with ladder1.png', 0.6)","('imgs\\Stick Bodies\\.5\\futurewarrior.png', 0.5)","('imgs\\Misc\\.085\\crimzy sig.png', 0.085)","('imgs\\weapons\\.4\\sigsauer.png', 0.4)"
,,,,,,
-343087491341911516,CryptoStykz #311,2.4,"('imgs\\background\\.6\\3d room7.png', 0.6)","('imgs\\Stick Bodies\\.5\\omegabert3.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\pistol blue web.png', 0.4)"
,,,,,,
5285122782149748261,CryptoStykz #312,1.485,"('imgs\\background\\.6\\stairs cracks2.png', 0.6)","('imgs\\Stick Bodies\\.5\\headchopper.png', 0.5)","('imgs\\Misc\\.085\\evan sig.png', 0.085)","('imgs\\weapons\\.3\\chaingun.png', 0.3)"
,,,,,,
2689505483188628996,CryptoStykz #313,1.8,"('imgs\\background\\.6\\buildings2.png', 0.6)","('imgs\\Stick Bodies\\.15\\dino.png', 0.15)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.15\\ninja sword glitch colored.png', 0.15)"
,,,,,,
5432438261198927492,CryptoStykz #314,1.385,"('imgs\\background\\.6\\3droom24.png', 0.6)","('imgs\\Stick Bodies\\.3\\ob9 Headless.png', 0.3)","('imgs\\Misc\\.085\\rehib sig.png', 0.085)","('imgs\\weapons\\.4\\ak74u rocks.png', 0.4)"
,,,,,,
7684629927203494967,CryptoStykz #315,1.65,"('imgs\\background\\.3\\3.png', 0.3)","('imgs\\Stick Bodies\\.3\\general grevious.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.15\\real gun2 hippie.png', 0.15)"
,,,,,,
1911157285019323350,CryptoStykz #316,2.4,"('imgs\\background\\.6\\outer space1.png', 0.6)","('imgs\\Stick Bodies\\.5\\wu10.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\vss vintorez red cubes.png', 0.4)"
,,,,,,
-5652550595720241484,CryptoStykz #317,2.1,"('imgs\\background\\.6\\outer space3.png', 0.6)","('imgs\\Stick Bodies\\.3\\ob9 Headless.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\shotgun wood3.png', 0.3)"
,,,,,,
-6917394138785020814,CryptoStykz #318,1.73,"('imgs\\background\\.3\\roof5.png', 0.3)","('imgs\\Stick Bodies\\.5\\cape man.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.03\\V2 collection - Carved glaive caution.png', 0.03)"
,,,,,,
-1303094485306947185,CryptoStykz #319,1.73,"('imgs\\background\\.3\\14.png', 0.3)","('imgs\\Stick Bodies\\.5\\bioshock.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.03\\sig 552_modded caution.png', 0.03)"
,,,,,,
4834970582831262228,CryptoStykz #320,2.05,"('imgs\\background\\.6\\outer space8.png', 0.6)","('imgs\\Stick Bodies\\.15\\Xenomorph_Creature.png', 0.15)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\g33 granite.png', 0.4)"
,,,,,,
230426750656318780,CryptoStykz #321,2.05,"('imgs\\background\\.6\\basic village section 22.png', 0.6)","('imgs\\Stick Bodies\\.5\\Armored Wu.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.05\\sniper rifle granite.png', 0.05)"
,,,,,,
-8685035872903769284,CryptoStykz #322,1.42,"('imgs\\background\\.3\\2.png', 0.3)","('imgs\\Stick Bodies\\.15\\horse.png', 0.15)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.07\\beretta 92fs elite firing.png', 0.07)"
,,,,,,
-2781672414318417536,CryptoStykz #323,1.8,"('imgs\\background\\.3\\forest3.png', 0.3)","('imgs\\Stick Bodies\\.3\\cowboy.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\real gun2 qbert.png', 0.3)"
,,,,,,
-8220368561989507548,CryptoStykz #324,1.8,"('imgs\\background\\.6\\outer space1.png', 0.6)","('imgs\\Stick Bodies\\.15\\dino.png', 0.15)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.15\\psg-1 java.png', 0.15)"
,,,,,,
-5556797472241472762,CryptoStykz #325,2.4,"('imgs\\background\\.6\\basic village section 24.png', 0.6)","('imgs\\Stick Bodies\\.5\\Armored Wu.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\ninja_star.png', 0.4)"
,,,,,,
-8794881746610872532,CryptoStykz #326,1.255,"('imgs\\background\\.6\\outer space0.png', 0.6)","('imgs\\Stick Bodies\\.5\\archer man.png', 0.5)","('imgs\\Misc\\.085\\co sig.png', 0.085)","('imgs\\weapons\\.07\\SA sniper rifle blue grid.png', 0.07)"
,,,,,,
5247247871643468597,CryptoStykz #327,1.8,"('imgs\\background\\.1\\dead zone0.png', 0.1)","('imgs\\Stick Bodies\\.5\\man_evolved.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\gun3 stoner.png', 0.3)"
,,,,,,
-8069617078586222079,CryptoStykz #328,2.1,"('imgs\\background\\.6\\3d room 0.png', 0.6)","('imgs\\Stick Bodies\\.3\\ob9 Headless.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\shotgun java.png', 0.3)"
,,,,,,
4476774654099634461,CryptoStykz #329,1.95,"('imgs\\background\\.6\\buildings3.png', 0.6)","('imgs\\Stick Bodies\\.3\\Schoolgirl.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.15\\real gun glitch colored.png', 0.15)"
,,,,,,
-5908216106694619992,CryptoStykz #330,1.585,"('imgs\\background\\.6\\outer space1.png', 0.6)","('imgs\\Stick Bodies\\.5\\splinter cell.png', 0.5)","('imgs\\Misc\\.085\\thought bubble.png', 0.085)","('imgs\\weapons\\.4\\basicglock green.png', 0.4)"
,,,,,,
-3806470595633269849,CryptoStykz #331,2.4,"('imgs\\background\\.6\\V2 collection - Catwalk with ladder1.png', 0.6)","('imgs\\Stick Bodies\\.5\\Rl3s9.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\mp5k red cubes.png', 0.4)"
,,,,,,
-1914696971936105749,CryptoStykz #332,2.4,"('imgs\\background\\.6\\outer space9.png', 0.6)","('imgs\\Stick Bodies\\.5\\blunkstki0px.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\m4a1 carbine paper.png', 0.4)"
,,,,,,
1841870786496911820,CryptoStykz #333,1.585,"('imgs\\background\\.6\\3d room 6.png', 0.6)","('imgs\\Stick Bodies\\.5\\rat.png', 0.5)","('imgs\\Misc\\.085\\fraz sig.png', 0.085)","('imgs\\weapons\\.4\\basicglock hippie.png', 0.4)"
,,,,,,
-6530401391100176131,CryptoStykz #334,1.83,"('imgs\\background\\.6\\V2 collection - Catwalk with ladder4.png', 0.6)","('imgs\\Stick Bodies\\.3\\Schoolgirl.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.03\\basicglock caution.png', 0.03)"
,,,,,,
-1917008225352926947,CryptoStykz #335,1.95,"('imgs\\background\\.6\\V2 collection - Back Scene4.png', 0.6)","('imgs\\Stick Bodies\\.3\\ob9 Headless.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.15\\ninja_star lightning.png', 0.15)"
,,,,,,
-5291133322127110151,CryptoStykz #336,1.9,"('imgs\\background\\.1\\dead zone0.png', 0.1)","('imgs\\Stick Bodies\\.5\\base_picto.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\mac10.png', 0.4)"
,,,,,,
1158203257337526005,CryptoStykz #337,1.135,"('imgs\\background\\.6\\buildings2.png', 0.6)","('imgs\\Stick Bodies\\.05\\b0x0r.png', 0.05)","('imgs\\Misc\\.085\\dine sig.png', 0.085)","('imgs\\weapons\\.4\\fn scar gl.png', 0.4)"
,,,,,,
-8259716641403790940,CryptoStykz #338,2.3,"('imgs\\background\\.6\\stairs cracks3.png', 0.6)","('imgs\\Stick Bodies\\.5\\Berten.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\amt automag II firing qbert.png', 0.3)"
,,,,,,
1743347285372391219,CryptoStykz #339,0.885,"('imgs\\background\\.6\\outer space9.png', 0.6)","('imgs\\Stick Bodies\\.05\\b0x0r.png', 0.05)","('imgs\\Misc\\.085\\p911 sig.png', 0.085)","('imgs\\weapons\\.15\\m16 lightning.png', 0.15)"
,,,,,,
-6243755054874899684,CryptoStykz #340,2.3,"('imgs\\background\\.6\\3droom24.png', 0.6)","('imgs\\Stick Bodies\\.5\\Berten.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\fn scar gl glitch.png', 0.3)"
,,,,,,
-3193982799285404246,CryptoStykz #341,1.75,"('imgs\\background\\.3\\8.png', 0.3)","('imgs\\Stick Bodies\\.15\\elephant.png', 0.15)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\gun3 leather.png', 0.4)"
,,,,,,
-8215105297832909407,CryptoStykz #342,2.4,"('imgs\\background\\.6\\basic village section 25.png', 0.6)","('imgs\\Stick Bodies\\.5\\Aegis base1.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\H&K AMRa MKII_bipod.png', 0.4)"
,,,,,,
-828412574406623964,CryptoStykz #343,1.9,"('imgs\\background\\.3\\8.png', 0.3)","('imgs\\Stick Bodies\\.3\\cowboy.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\deagle.png', 0.4)"
,,,,,,
-6223138804636150854,CryptoStykz #344,2.15,"('imgs\\background\\.6\\outer space6.png', 0.6)","('imgs\\Stick Bodies\\.5\\flash stk.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.15\\beretta 92fs elite lightning.png', 0.15)"
,,,,,,
6639367358728473741,CryptoStykz #345,2.3,"('imgs\\background\\.6\\outer space2.png', 0.6)","('imgs\\Stick Bodies\\.5\\meerkat.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\rifle 3dgreen.png', 0.3)"
,,,,,,
-6445432283975909919,CryptoStykz #346,2.3,"('imgs\\background\\.6\\V2 collection - Catwalk with ladder1.png', 0.6)","('imgs\\Stick Bodies\\.5\\Wu11.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\ump qbert.png', 0.3)"
,,,,,,
1413571044118584052,CryptoStykz #347,2.4,"('imgs\\background\\.6\\reality crack5.png', 0.6)","('imgs\\Stick Bodies\\.5\\wu10.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\hatori hanzo sword hippie.png', 0.4)"
,,,,,,
-2310336992093251470,CryptoStykz #348,1.42,"('imgs\\background\\.3\\1.png', 0.3)","('imgs\\Stick Bodies\\.15\\dino.png', 0.15)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.07\\scar-l hippie.png', 0.07)"
,,,,,,
5310969426161963861,CryptoStykz #349,2.15,"('imgs\\background\\.6\\reality crack0.png', 0.6)","('imgs\\Stick Bodies\\.5\\wu_clone.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.15\\katana lightning.png', 0.15)"
,,,,,,
-629351434433250780,CryptoStykz #350,2.1,"('imgs\\background\\.6\\cityscape2-jon5.png', 0.6)","('imgs\\Stick Bodies\\.3\\god.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\real gun qbert.png', 0.3)"
,,,,,,
7058817976376187637,CryptoStykz #351,1.585,"('imgs\\background\\.6\\mountains_Bolt1.png', 0.6)","('imgs\\Stick Bodies\\.5\\cape man.png', 0.5)","('imgs\\Misc\\.085\\co sig.png', 0.085)","('imgs\\weapons\\.4\\barret m82 filled.png', 0.4)"
,,,,,,
8976321184726067969,CryptoStykz #352,2.4,"('imgs\\background\\.6\\3d room 2.png', 0.6)","('imgs\\Stick Bodies\\.5\\base_picto.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\sig sp2022 walnut.png', 0.4)"
,,,,,,
-426446061205056218,CryptoStykz #353,2.3,"('imgs\\background\\.6\\buildings1.png', 0.6)","('imgs\\Stick Bodies\\.5\\OmegaBert5.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\shotgun red cubes.png', 0.3)"
,,,,,,
2126690772509441529,CryptoStykz #354,1.85,"('imgs\\background\\.6\\3droom0.png', 0.6)","('imgs\\Stick Bodies\\.3\\ob9 Headless.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.05\\cannon_bolt red stones.png', 0.05)"
,,,,,,
-7890060700991683733,CryptoStykz #355,2.4,"('imgs\\background\\.6\\stairs cracks3.png', 0.6)","('imgs\\Stick Bodies\\.5\\army dude.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\ak74u stone.png', 0.4)"
,,,,,,
7926929547260030231,CryptoStykz #356,1.75,"('imgs\\background\\.3\\9.png', 0.3)","('imgs\\Stick Bodies\\.15\\elephant.png', 0.15)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\ak47 hippie.png', 0.4)"
,,,,,,
-7443947091833189212,CryptoStykz #357,2.3,"('imgs\\background\\.6\\outer space5.png', 0.6)","('imgs\\Stick Bodies\\.5\\Ob6.1.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\samuraiswords14.png', 0.3)"
,,,,,,
6610299777348128016,CryptoStykz #358,1.57,"('imgs\\background\\.1\\stairs cracks.png', 0.1)","('imgs\\Stick Bodies\\.5\\sephy_stk1hg4.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.07\\beretta 92fs elite firing.png', 0.07)"
,,,,,,
8492578910055507056,CryptoStykz #359,1.285,"('imgs\\background\\.3\\6.png', 0.3)","('imgs\\Stick Bodies\\.5\\rat.png', 0.5)","('imgs\\Misc\\.085\\trgg sig v3.png', 0.085)","('imgs\\weapons\\.4\\basicglock parque.png', 0.4)"
,,,,,,
-677808195900757178,CryptoStykz #360,2.2,"('imgs\\background\\.6\\outer space7.png', 0.6)","('imgs\\Stick Bodies\\.3\\god.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\Ninja Naginata.png', 0.4)"
,,,,,,
-8780139282837611871,CryptoStykz #361,1.73,"('imgs\\background\\.3\\ghost town5.png', 0.3)","('imgs\\Stick Bodies\\.5\\1337squadbasefghd.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.03\\tommy gun caution.png', 0.03)"
,,,,,,
2104423710884655282,CryptoStykz #362,1.7,"('imgs\\background\\.1\\Chinahouse.png', 0.1)","('imgs\\Stick Bodies\\.3\\cowboy.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\sig 552_modded.png', 0.4)"
,,,,,,
8558094235409681972,CryptoStykz #363,1.73,"('imgs\\background\\.3\\battle stadium4.png', 0.3)","('imgs\\Stick Bodies\\.5\\splinter cell.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.03\\real gun2 caution.png', 0.03)"
,,,,,,
-3006594118102137537,CryptoStykz #364,1.75,"('imgs\\background\\.3\\V2 collection - Back Scene 24.png', 0.3)","('imgs\\Stick Bodies\\.15\\dino.png', 0.15)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\micro-uzi granite.png', 0.4)"
,,,,,,
2731680684291879814,CryptoStykz #365,2.3,"('imgs\\background\\.6\\V2 collection - Catwalk with ladder3.png', 0.6)","('imgs\\Stick Bodies\\.5\\Ob7.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\chaingun.png', 0.3)"
,,,,,,
-1485408107689791250,CryptoStykz #366,2.3,"('imgs\\background\\.6\\basic village section 23.png', 0.6)","('imgs\\Stick Bodies\\.5\\SSstk5shi.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\sar21 amethyst.png', 0.3)"
,,,,,,
-5644373349241174584,CryptoStykz #367,1.87,"('imgs\\background\\.6\\stairs cracks4.png', 0.6)","('imgs\\Stick Bodies\\.3\\god.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.07\\silenced_sniper hippie.png', 0.07)"
,,,,,,
-1041701677785910746,CryptoStykz #368,2.1,"('imgs\\background\\.6\\V2 collection - Back Scene5.png', 0.6)","('imgs\\Stick Bodies\\.3\\cowboy.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\revolver cracks.png', 0.3)"
,,,,,,
1400474207300465224,CryptoStykz #369,1.9,"('imgs\\background\\.3\\dead zone2.png', 0.3)","('imgs\\Stick Bodies\\.3\\Schoolgirl.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\hatori hanzo sword leather.png', 0.4)"
,,,,,,
-5010647100533414233,CryptoStykz #370,2.2,"('imgs\\background\\.6\\cityscape2-jon1.png', 0.6)","('imgs\\Stick Bodies\\.3\\ob9 Headless.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\imi jericho granite.png', 0.4)"
,,,,,,
5436240073184083348,CryptoStykz #371,2.3,"('imgs\\background\\.6\\buildings4.png', 0.6)","('imgs\\Stick Bodies\\.5\\meerkat.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\shotgun slate.png', 0.3)"
,,,,,,
8083964738860846637,CryptoStykz #372,1.9,"('imgs\\background\\.3\\5.png', 0.3)","('imgs\\Stick Bodies\\.3\\Schoolgirl.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\steyr aug stone.png', 0.4)"
,,,,,,
